NIP,P6_1_01,P6_1_02,P6_1_03,P6_1_04,P6_1_05,P6_1_06,P6_1_07,P6_1_08,P6_1_09,P6_1_10,P6_2_1,P6_3A_1,P6_3B_1,P6_3C_1,P6_3D_1,P6_2_2,P6_3A_2,P6_3B_2,P6_3C_2,P6_3D_2,P6_2_3,P6_3A_3,P6_3B_3,P6_3C_3,P6_3D_3,P6_4_1,P6_4_2,P6_4_3,P6_4_4,P6_5_1,P6_5_2,P6_5_3,P6_5_4,P6_5_5,P6_6_1,P6_6_2,P6_6_3,P6_6_4,P6_6_5,P6_6_6,P6_6_7,P6_6_8,P6_6_9
4758,1,1,2,2,2,2,2,2,2,2,1,1,1,2,4,1,1,1,2,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4765,1,1,2,2,2,2,2,2,2,2,4,3,3,4,4,4,2,2,4,4,,,,,,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2
4772,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
4774,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,,,,,,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2
4775,1,2,2,2,1,2,2,2,2,2,3,1,2,4,4,,,,,,2,2,2,2,3,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2
4777,1,1,2,2,2,2,2,2,2,2,1,2,2,3,3,1,3,3,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
4778,1,1,2,2,2,2,2,2,2,2,1,3,2,3,4,1,2,2,2,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
4785,1,1,2,2,2,2,2,2,2,2,1,1,2,3,4,2,3,3,3,4,,,,,,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2
4796,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2
4804,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,,,,,,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2
4808,1,1,2,2,2,2,2,2,2,2,1,1,1,1,5,1,1,1,1,5,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2
4812,1,1,2,2,2,2,2,2,2,2,1,1,1,2,3,3,3,4,4,4,,,,,,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
4815,1,1,2,2,2,2,2,2,2,2,3,2,3,4,4,3,3,4,4,4,,,,,,1,1,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2
4835,2,2,1,2,2,1,2,2,2,2,,,,,,,,,,,2,1,2,3,3,1,1,1,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2
4845,1,1,2,2,2,2,2,2,2,2,3,2,3,3,4,2,2,3,2,4,,,,,,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2
4851,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,2,3,3,3,3,,,,,,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2
4866,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2
4872,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,2,,,,,,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
4878,1,2,2,2,2,2,2,2,2,2,2,2,3,3,4,,,,,,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2
4887,1,1,2,2,2,2,2,2,2,2,3,2,2,3,1,3,2,3,3,4,,,,,,1,1,2,1,1,1,2,2,1,1,1,2,1,2,1,1,2,2
4896,1,2,2,2,2,2,2,2,2,2,2,1,3,4,4,,,,,,,,,,,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2
4955,1,1,2,2,2,2,2,2,2,2,2,1,3,3,4,4,2,4,4,4,,,,,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
4973,1,2,1,2,2,2,2,2,2,2,1,2,2,1,3,,,,,,1,2,4,3,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
4989,1,2,2,2,2,2,1,2,2,2,3,2,4,5,3,,,,,,2,3,4,5,5,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2
4992,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,4,4,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
5006,1,1,2,2,2,2,2,2,2,2,1,1,2,3,4,2,1,2,4,4,,,,,,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2
5019,1,2,1,2,2,2,2,2,2,2,3,2,2,3,4,,,,,,1,3,2,2,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1
5025,1,1,2,2,2,2,2,2,2,2,3,2,3,3,4,4,3,4,4,4,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2
5028,1,1,2,2,2,2,2,2,2,2,1,1,2,2,4,1,1,3,1,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5031,1,2,2,2,2,2,2,2,2,2,4,2,3,4,4,,,,,,,,,,,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1
5042,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,3,3,3,4,4,,,,,,1,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2
5043,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,3,3,3,2,4,,,,,,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2
5056,1,2,2,2,2,2,1,2,2,2,3,1,3,4,4,,,,,,3,1,4,4,4,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2
5070,1,1,2,2,2,2,2,2,2,2,1,1,1,3,3,1,1,1,3,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
5075,1,1,2,2,2,2,2,2,2,2,1,1,3,2,4,2,1,3,2,4,,,,,,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2
5083,2,1,1,2,2,2,2,2,2,2,,,,,,2,1,2,2,2,2,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2
5085,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,,,,,,1,1,1,5,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2
5086,2,2,2,2,1,2,1,2,2,2,,,,,,,,,,,1,1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2
5094,2,2,2,2,2,1,2,2,2,2,,,,,,,,,,,3,3,4,4,4,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2
5095,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2
5097,1,1,2,2,2,2,2,2,2,2,1,1,1,2,4,2,2,3,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5124,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,3,3,4,4,4,,,,,,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2
5136,1,2,1,2,2,2,2,2,2,2,1,2,3,2,4,,,,,,1,1,3,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
5137,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,3,4,4,,,,,,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2
5138,1,1,2,2,2,2,2,2,2,2,1,1,2,2,3,2,1,2,3,3,,,,,,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
5140,1,1,2,2,2,2,2,2,2,2,1,1,2,2,4,1,1,2,2,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
5152,2,1,2,2,1,2,2,2,2,2,,,,,,1,1,3,3,4,1,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
5154,1,1,2,2,2,2,2,2,2,2,3,2,2,3,5,3,2,2,5,5,,,,,,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2
5158,2,1,2,2,2,2,2,2,1,2,,,,,,4,2,3,4,4,2,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2
5162,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,2,1,2,2,4,,,,,,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
5167,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,,,,,,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2
5175,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,3,3,3,3,4,,,,,,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2
5189,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,2,4,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
5191,1,2,2,2,2,2,2,2,2,2,3,3,4,4,3,,,,,,,,,,,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1
5200,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2
5243,1,2,2,2,1,2,2,2,2,2,2,2,3,4,4,,,,,,1,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
5320,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,3,3,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2
5321,1,1,2,2,2,2,2,2,2,2,3,1,3,3,4,3,2,2,4,4,,,,,,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2
5324,1,1,2,2,2,2,2,2,2,2,2,1,2,3,3,2,1,2,3,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
5325,1,1,2,2,2,2,2,2,2,2,1,1,2,1,3,3,2,3,3,4,,,,,,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2
5326,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,,,,,,,,,,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
5328,1,1,2,2,2,2,2,2,2,2,3,3,2,4,3,3,3,3,4,4,,,,,,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2
5330,1,1,2,2,2,2,2,2,2,2,1,1,1,2,4,1,1,1,2,4,,,,,,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2
5340,1,2,1,2,2,2,2,2,2,2,3,2,4,3,4,,,,,,3,2,4,4,4,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2
5343,2,2,2,2,2,2,1,2,2,2,,,,,,,,,,,2,1,3,3,4,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2
5349,2,2,2,2,1,1,2,2,2,2,,,,,,,,,,,1,1,1,1,5,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
5354,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,,,,,,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2
5356,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,,,,,,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2
5358,2,2,2,2,1,2,2,2,2,2,,,,,,,,,,,1,2,3,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
5362,1,2,2,2,2,1,2,2,2,2,4,1,2,3,5,,,,,,4,5,5,5,5,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2
5366,1,2,2,2,1,2,2,2,2,2,2,1,2,4,1,,,,,,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2
5370,1,2,2,2,2,2,2,2,2,2,3,2,4,4,4,,,,,,,,,,,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1
5372,1,1,2,2,2,2,2,2,2,2,1,1,1,3,3,2,3,3,4,4,,,,,,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
5373,1,1,2,2,2,2,2,2,2,2,1,2,3,3,4,1,1,3,3,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
5375,1,1,2,2,2,2,2,2,2,2,3,2,3,4,4,3,2,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2
5380,1,1,2,2,2,2,2,2,2,2,1,1,2,2,4,3,1,2,2,3,,,,,,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
5381,1,1,2,2,2,2,2,2,2,2,1,1,5,1,5,1,1,3,2,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5385,1,1,2,2,2,2,2,2,2,2,1,2,2,3,5,1,2,2,3,5,,,,,,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
5391,1,1,2,2,2,2,2,2,2,2,3,2,3,5,5,3,3,5,5,5,,,,,,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2
5392,1,1,2,2,2,2,2,2,2,2,1,1,2,3,4,1,1,2,3,4,,,,,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
5393,1,2,1,2,2,2,2,2,2,2,3,1,1,3,2,,,,,,3,2,1,3,3,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2
5394,2,1,1,2,2,2,2,2,2,2,,,,,,2,1,2,2,2,3,2,3,2,4,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2
5395,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2
5396,2,1,2,2,2,2,2,2,2,2,,,,,,1,1,3,5,5,,,,,,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2
5397,1,1,2,2,2,2,2,2,2,2,1,1,1,3,2,2,1,2,3,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5398,1,1,2,2,2,2,2,2,2,2,1,2,2,2,3,1,1,2,3,3,,,,,,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,2
5400,1,1,2,2,2,2,2,2,2,2,1,2,2,2,4,1,3,2,3,4,,,,,,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2
5401,1,2,1,2,2,2,2,2,2,2,1,2,2,2,3,,,,,,2,2,3,3,4,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5404,1,1,2,2,2,2,2,2,2,2,3,2,3,4,3,3,2,2,3,2,,,,,,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2
5405,2,2,1,2,2,2,2,1,2,2,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2
5408,1,2,2,2,2,2,2,2,2,2,1,2,1,1,3,,,,,,,,,,,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2
5409,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,,,,,,,,,,,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2
5410,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,4,,,,,,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2
5413,1,2,1,2,2,2,2,2,2,2,1,1,2,3,2,,,,,,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2
5414,1,2,2,2,2,2,2,2,2,2,1,1,1,3,1,,,,,,,,,,,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2
5415,2,2,2,2,2,2,1,2,1,2,,,,,,,,,,,2,2,3,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5416,1,2,2,2,2,1,2,2,2,2,3,2,3,3,5,,,,,,1,2,4,3,5,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
5417,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2
5420,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2
5421,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,,1,3,2,2,3,2,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2
5424,1,1,2,2,2,2,2,2,2,2,2,1,3,4,4,2,1,3,4,4,,,,,,1,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2
5425,1,2,2,2,2,2,2,2,2,2,1,1,2,4,3,,,,,,,,,,,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
5426,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,,,,,,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2
5427,1,1,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,1,1,,,,,,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2
5429,2,1,2,2,2,1,2,2,2,2,,,,,,3,3,3,3,4,2,2,2,3,4,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2
5432,1,2,1,2,2,2,2,2,2,2,2,1,1,2,3,,,,,,2,1,1,2,3,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2
5435,1,1,2,2,2,2,2,2,2,2,1,2,3,4,5,1,2,4,3,5,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5436,1,2,2,2,2,2,1,2,2,2,2,2,3,3,5,,,,,,2,3,3,3,4,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2
5442,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
5448,1,1,2,2,2,2,2,2,2,2,3,3,3,4,3,3,4,4,4,4,,,,,,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5452,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,4,,,,,,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2
5460,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,,,,,,3,2,4,4,4,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2
5461,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,,,,,,1,2,3,3,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
5462,1,2,2,2,2,2,1,2,2,2,2,3,2,2,2,,,,,,2,3,3,3,4,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2
5463,2,1,2,2,2,2,2,2,2,2,,,,,,1,1,1,2,1,,,,,,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2
5465,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,4,4,4,,,,,,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1
5466,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,3,3,4,,,,,,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2
5467,1,1,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,2,2,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5468,1,1,2,2,2,2,2,2,2,2,2,1,2,3,3,2,1,2,3,3,,,,,,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5469,1,1,2,2,2,2,2,2,2,2,2,1,2,3,4,1,1,2,3,4,,,,,,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2
5470,1,2,2,1,2,2,2,2,2,2,1,1,3,4,4,,,,,,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
5471,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,2,1,2,2,3,,,,,,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
5474,1,2,2,2,1,2,2,2,2,2,1,1,1,1,4,,,,,,2,2,1,1,3,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2
5475,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2
5476,1,2,1,2,2,2,2,2,2,2,1,1,3,2,4,,,,,,1,1,4,1,4,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2
5478,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5479,1,1,2,2,2,2,2,2,2,2,2,3,2,3,4,3,3,3,3,4,,,,,,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2
5480,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2
5481,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,3,,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2
5482,1,1,2,2,2,2,2,2,2,2,1,1,1,3,4,1,1,2,4,4,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
5484,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,2,3,4,4,3,,,,,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
5485,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,3,3,3,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
5486,1,1,2,2,2,2,2,2,2,2,2,4,3,4,3,3,4,4,4,4,,,,,,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2
5487,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2
5488,1,1,2,2,2,2,2,2,2,2,1,1,2,2,3,3,3,4,4,4,,,,,,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2
5490,1,1,2,2,2,2,2,2,2,2,3,2,3,3,4,3,2,4,4,4,,,,,,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2
5491,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
5492,1,1,2,2,2,2,2,2,2,2,2,1,2,3,4,2,2,2,3,4,,,,,,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2
5495,1,2,2,2,2,2,1,2,2,2,1,1,2,3,5,,,,,,2,1,3,1,5,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2
5497,1,1,2,2,2,2,2,2,2,2,1,1,1,3,2,2,1,2,3,1,,,,,,1,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2
5498,2,1,1,2,2,2,2,2,2,2,,,,,,2,1,2,2,2,3,1,1,1,5,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2
5503,1,2,2,2,2,2,2,2,2,2,1,1,2,3,4,,,,,,,,,,,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2
5504,1,1,2,2,2,2,2,2,2,2,4,2,3,4,4,4,3,4,3,4,,,,,,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2
5505,2,2,1,2,2,2,1,2,2,2,,,,,,,,,,,1,1,3,1,4,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2
5506,1,1,2,2,2,2,2,2,2,2,3,1,2,2,4,3,1,2,2,4,,,,,,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,2,2
5507,1,2,1,2,2,2,2,2,2,2,1,2,2,2,4,,,,,,1,2,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
5510,1,2,1,2,2,2,2,2,2,2,2,3,3,1,3,,,,,,4,3,3,4,4,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2
5511,1,2,2,2,2,1,2,2,2,2,2,3,3,3,4,,,,,,4,4,4,4,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
5512,1,1,2,2,2,2,2,2,2,2,1,1,3,2,3,2,1,3,2,3,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
5513,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2
5514,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,1,2,3,4,,,,,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2
5523,1,2,2,2,2,1,2,2,2,2,1,3,4,4,5,,,,,,2,2,3,5,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2
5529,1,1,2,2,2,2,2,2,2,2,1,1,2,2,5,1,1,2,2,5,,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2
5541,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,3,2,,,,,,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2
5543,1,1,2,2,2,2,2,2,2,2,2,1,2,3,3,4,2,3,4,4,,,,,,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,1,2,2
5546,1,2,2,2,2,2,2,2,2,2,2,2,3,5,5,,,,,,,,,,,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2
5551,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2
5556,1,1,2,2,2,2,2,2,2,2,2,1,3,4,4,2,3,4,4,4,,,,,,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2
5561,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,3,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
5562,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,1,1,2,2,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
5563,1,2,1,2,2,2,2,2,2,2,1,1,1,1,5,,,,,,1,1,1,1,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2
5565,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,,,,,,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2
5573,2,2,2,2,2,2,1,1,2,2,,,,,,,,,,,4,3,3,3,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2
5574,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,3,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
