NIP,P6_7_01,P6_7_02,P6_7_03,P6_7_04,P6_7_05,P6_7_06,P6_7_07,P6_7_08,P6_7_09,P6_7_10,P6_8_1,P6_9A_1,P6_9B_1,P6_9C_1,P6_9D_1,P6_8_2,P6_9A_2,P6_9B_2,P6_9C_2,P6_9D_2,P6_8_3,P6_9A_3,P6_9B_3,P6_9C_3,P6_9D_3,P6_10_1,P6_10_2,P6_10_3,P6_10_4,P6_11_1,P6_11_2,P6_11_3,P6_11_4,P6_11_5,P6_12_1,P6_12_2,P6_12_3,P6_12_4,P6_12_5,P6_12_6,P6_12_7,P6_12_8,P6_12_9
8846,1,2,1,2,2,2,2,2,2,2,2,1,1,2,3,,,,,,2,2,2,2,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2
8847,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8848,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2
8849,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
8850,1,2,2,2,2,1,2,2,2,2,2,2,1,2,4,,,,,,2,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1
8851,1,1,2,2,2,2,2,2,2,2,2,2,3,2,4,3,3,3,4,4,,,,,,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2
8852,1,1,2,2,2,2,2,2,2,2,1,1,2,2,3,3,2,3,3,4,,,,,,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2
8853,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
8854,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,1,1,2,3,4,,,,,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
8855,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,,3,4,4,4,4,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1
8856,1,1,2,2,2,2,2,2,2,2,2,1,3,3,4,3,1,4,3,4,,,,,,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1
8857,1,2,2,2,2,2,2,2,2,1,3,1,1,2,3,,,,,,3,2,2,3,4,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
8858,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,4,3,4,3,4,,,,,,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2
8859,1,2,2,2,2,2,2,2,2,2,1,1,2,1,4,,,,,,,,,,,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2
8860,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,4,5,5,5,5,,,,,,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2
8861,1,2,1,2,2,2,2,2,2,2,3,2,1,2,4,,,,,,3,4,3,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
8862,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,3,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
8863,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,3,,,,,,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2
8864,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,2,2,3,2,3,,,,,,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1
8865,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
8866,1,2,2,2,1,2,2,2,2,2,3,3,3,4,4,,,,,,2,2,3,3,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1
8867,1,1,2,2,2,2,2,2,2,2,1,1,1,5,3,4,3,2,3,5,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2
8868,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2
8869,1,1,2,2,2,2,2,2,2,2,3,2,3,3,4,2,1,3,4,4,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2
8870,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
8871,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,1,1,1,3,4,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2
8872,1,1,2,2,2,2,2,2,2,2,2,1,1,2,3,2,1,1,2,3,,,,,,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2
8873,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
8874,1,2,2,2,2,2,2,2,2,2,3,1,4,4,2,,,,,,,,,,,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2
8875,1,2,2,2,2,2,2,2,2,2,2,2,3,3,4,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2
8876,1,1,2,2,2,2,2,2,2,2,3,2,2,2,4,4,3,4,5,5,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
8877,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
8878,1,1,2,2,2,2,2,2,2,2,3,4,3,4,4,3,4,4,4,4,,,,,,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2
8879,1,2,2,2,1,2,2,2,2,2,3,5,3,5,5,,,,,,3,3,3,5,5,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
8880,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,3,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2
8881,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,,,,,,1,1,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
8882,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,4,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
8883,1,1,2,2,2,2,2,2,2,2,3,2,3,3,4,3,4,3,3,4,,,,,,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2
8884,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2
8885,1,2,2,2,2,2,2,2,2,2,2,3,2,2,4,,,,,,,,,,,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2
8886,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,,,,,,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2
8887,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,,,,,,,,,,,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2
8888,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,,,,,,1,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
8889,1,2,2,2,2,2,2,2,2,2,3,1,1,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2
8890,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2
8891,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,3,4,4,,,,,,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2
8892,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,,,,,,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
8893,1,2,2,2,1,2,2,2,2,2,2,3,3,3,3,,,,,,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
8894,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2
8895,1,1,2,2,2,2,2,2,2,2,1,2,2,3,4,1,3,3,4,4,,,,,,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2
8896,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
8897,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,4,3,4,4,4,,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2
8898,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8900,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
8901,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,3,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2
8902,2,2,1,2,2,2,1,2,2,2,,,,,,,,,,,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
8903,1,1,2,2,2,2,2,2,2,2,2,1,2,3,4,2,1,2,3,4,,,,,,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,2,2
8904,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
8905,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8906,1,1,2,2,2,2,2,2,2,2,1,1,1,1,4,1,3,2,3,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
8907,1,1,2,2,2,2,2,2,2,2,3,2,2,3,4,3,3,4,4,4,,,,,,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1
8908,1,1,2,2,2,2,2,2,2,2,2,1,2,3,3,3,1,3,3,4,,,,,,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2
8909,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
8910,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2
8911,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,,,,,,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2
8912,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,,,,,,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2
8913,1,1,2,2,2,2,2,2,2,2,1,1,1,2,3,3,3,4,2,4,,,,,,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,1,2
8914,1,1,2,2,2,2,2,2,2,2,3,3,4,4,4,3,3,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
8915,1,1,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,2,3,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2
8916,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,,,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2
8917,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
8918,1,1,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,4,4,4,,,,,,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1
8919,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2
8920,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,,,,,3,2,2,2,4,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2
8921,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2
8922,1,2,2,2,2,2,2,2,2,1,2,1,3,3,4,,,,,,4,3,4,4,4,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2
8923,1,2,2,1,2,2,2,2,2,2,2,1,1,3,4,,,,,,1,1,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
8924,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
8925,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,,,,,,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2
8926,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
8927,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,,,,,,,,,,,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2
8928,1,1,2,2,2,2,2,2,2,2,2,1,2,3,4,3,2,3,3,4,,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1
8929,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8930,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,3,3,4,3,4,,,,,,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2
8931,1,1,2,2,2,2,2,2,2,2,2,2,2,5,3,1,1,2,5,3,,,,,,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2
8932,1,1,2,2,2,2,2,2,2,2,3,2,3,4,4,4,3,4,4,4,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2
8933,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
8934,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,2,3,3,3,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8935,1,1,2,2,2,2,2,2,2,2,1,1,1,3,4,2,1,2,3,4,,,,,,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2
8936,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8937,1,1,2,2,2,2,2,2,2,2,4,3,3,4,4,4,4,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
8938,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2
8939,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
8940,1,1,2,2,2,2,2,2,2,2,3,1,2,2,4,3,1,2,2,4,,,,,,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2
8941,1,1,2,2,2,2,2,2,2,2,3,2,3,3,4,3,2,3,3,4,,,,,,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2
8942,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
8943,1,1,2,2,2,2,2,2,2,2,2,1,3,4,4,3,3,4,4,4,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
8945,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2
8947,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8948,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,3,,,,,,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
8949,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,,,,,,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
8950,1,2,2,2,2,2,2,2,2,2,2,3,3,3,4,,,,,,,,,,,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2
8951,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,3,3,3,,,,,,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1
8952,1,1,2,2,2,2,2,2,2,2,1,2,3,1,4,2,1,2,1,4,,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2
8953,1,2,2,2,1,2,2,2,2,2,1,1,1,2,3,,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
8954,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,3,2,3,3,4,,,,,,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2
8955,1,1,2,2,2,2,2,2,2,2,1,1,2,3,4,3,3,3,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
8956,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
8957,1,1,2,2,2,2,2,2,2,2,1,1,1,2,3,1,3,3,2,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
8958,1,2,2,2,1,2,2,2,2,2,2,1,1,3,4,,,,,,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
8959,1,1,2,2,2,2,2,2,2,2,1,1,4,3,4,3,4,4,4,4,,,,,,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1
8960,1,1,2,2,2,2,2,2,2,2,1,1,1,1,4,2,1,1,1,4,,,,,,2,1,2,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2
8961,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
8962,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,4,3,3,4,,,,,,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2
8963,1,1,2,2,2,2,2,2,2,2,3,2,2,1,2,3,2,2,2,2,,,,,,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2
8964,1,1,2,2,2,2,2,2,2,2,2,1,2,3,4,3,3,4,4,4,,,,,,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1
8965,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,3,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2
8966,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3,2,3,1,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
8967,1,1,2,2,2,2,2,2,2,2,3,1,2,2,4,4,3,3,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
8968,1,2,2,2,2,2,2,2,2,2,1,1,1,1,4,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2
8969,1,1,2,2,2,2,2,2,2,2,1,1,1,1,4,2,1,1,1,5,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8970,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,3,,,,,,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2
8971,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,4,4,,,,,,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1
8972,1,2,1,2,2,2,2,2,2,2,4,4,4,4,4,,,,,,3,3,3,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
8973,2,2,2,1,2,2,2,1,2,2,,,,,,,,,,,3,3,3,2,3,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2
8974,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,2,3,3,3,4,,,,,,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2
8975,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
8976,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2
8977,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2
8978,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,4,4,4,,,,,,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2
8979,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
8980,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,4,4,,,,,,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2
8981,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,3,4,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
8982,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
8983,1,2,2,2,2,2,2,2,2,2,2,2,3,2,5,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8984,1,2,1,2,2,2,2,2,2,2,1,1,2,1,3,,,,,,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
8985,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8986,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8987,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8988,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
8989,1,2,2,2,2,2,2,2,2,2,1,1,1,2,3,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
8990,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
8991,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8992,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
8993,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
8994,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
8995,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8996,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
8997,1,1,2,2,2,2,2,2,2,2,1,2,2,3,2,1,2,1,2,1,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
8998,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,2,2,2,2,3,,,,,,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2
8999,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
9000,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
9001,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2
9002,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
9003,1,2,1,2,2,2,2,2,2,2,3,2,1,3,4,,,,,,1,2,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
9004,1,1,2,2,2,2,2,2,2,2,1,1,1,2,4,1,1,1,1,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
9005,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
9006,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
9007,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2
9008,2,1,1,2,2,2,2,2,2,2,,,,,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2
9009,1,1,2,2,2,2,2,2,2,2,1,1,2,2,4,1,2,2,2,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
9010,1,2,2,2,1,2,2,2,2,2,1,1,2,1,3,,,,,,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2
9011,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,,,,,,,,,,,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1
9012,1,2,2,2,1,2,2,2,2,2,3,3,3,4,4,,,,,,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
